trade_id,market,seed,system,query_ticker,decision_date,execution_date,neighbor_rank,neighbor_market,neighbor_ticker,neighbor_date,cosine_similarity,normalized_weight,realized_return_63d,realized_drawdown_63d,clean_normalized_weight,clean_neighbor_rank
TRD_Brazil_7_P3_002,Brazil,7,P3,TOTS3.SA,2024-01-02,2024-01-03,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_Brazil_7_P3_002,Brazil,7,P3,TOTS3.SA,2024-01-02,2024-01-03,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_Brazil_7_P3_002,Brazil,7,P3,TOTS3.SA,2024-01-02,2024-01-03,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_Brazil_7_P3_002,Brazil,7,P3,TOTS3.SA,2024-01-02,2024-01-03,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_Brazil_7_P3_002,Brazil,7,P3,TOTS3.SA,2024-01-02,2024-01-03,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_Brazil_7_P3_002,Brazil,7,P3,TOTS3.SA,2024-01-02,2024-01-03,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_Brazil_7_P3_002,Brazil,7,P3,TOTS3.SA,2024-01-02,2024-01-03,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_Brazil_7_P3_003,Brazil,7,P3,VALE3.SA,2024-01-02,2024-01-03,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_Brazil_7_P3_004,Brazil,7,P3,VALE3.SA,2024-01-18,2024-01-19,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_Brazil_7_P3_005,Brazil,7,P3,RENT3.SA,2024-02-08,2024-02-09,25,Brazil,SUZB3.SA,2015-04-23,0.815,0.016,0.0065,0.0,0.02,20
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,15,Brazil,EQTL3.SA,2014-10-10,0.8296,0.0413,0.1041,-0.1247,0.05162500000000001,10
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,16,Brazil,FLRY3.SA,2014-10-29,0.8281,0.0387,0.0748,-0.0396,0.048375,11
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,17,Brazil,ITUB4.SA,2014-11-17,0.8267,0.0362,0.0612,-0.0864,0.045250000000000005,12
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,18,Brazil,KLBN11.SA,2016-01-05,0.8252,0.0337,-0.1931,-0.1765,0.042125,13
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,19,Brazil,LREN3.SA,2014-12-26,0.8237,0.0312,0.2044,-0.0745,0.039,14
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,20,Brazil,MGLU3.SA,2015-01-16,0.8223,0.0286,-0.3093,-0.3392,0.035750000000000004,15
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,21,Brazil,PETR4.SA,2015-02-04,0.8208,0.0261,0.3743,-0.1856,0.03262500000000001,16
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,22,Brazil,RADL3.SA,2015-02-25,0.8194,0.0236,0.3082,-0.0885,0.029500000000000002,17
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,23,Brazil,RAIL3.SA,2017-06-15,0.8179,0.0211,0.2109,-0.021,0.026375000000000003,18
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,24,Brazil,RENT3.SA,2015-04-02,0.8165,0.0185,-0.1736,-0.1809,0.023125,19
TRD_Brazil_7_P3_006,Brazil,7,P3,B3SA3.SA,2024-02-15,2024-02-16,25,Brazil,SUZB3.SA,2015-04-23,0.815,0.016,0.0065,0.0,0.02,20
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_Brazil_7_P3_007,Brazil,7,P3,TOTS3.SA,2024-03-15,2024-03-18,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,15,Brazil,B3SA3.SA,2014-10-10,0.8296,0.0413,-0.2192,-0.2749,0.05162500000000001,10
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,16,Brazil,EQTL3.SA,2014-10-29,0.8281,0.0387,0.0969,-0.0255,0.048375,11
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,17,Brazil,FLRY3.SA,2014-11-17,0.8267,0.0362,-0.0622,-0.1402,0.045250000000000005,12
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,18,Brazil,ITUB4.SA,2014-12-05,0.8252,0.0337,-0.0578,-0.1358,0.042125,13
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,19,Brazil,KLBN11.SA,2016-01-22,0.8237,0.0312,-0.0672,-0.2152,0.039,14
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,20,Brazil,LREN3.SA,2015-01-16,0.8223,0.0286,0.2549,-0.0578,0.035750000000000004,15
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,21,Brazil,MGLU3.SA,2015-02-04,0.8208,0.0261,-0.2148,-0.2527,0.03262500000000001,16
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,22,Brazil,PETR4.SA,2015-02-25,0.8194,0.0236,0.3457,-0.1319,0.029500000000000002,17
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,23,Brazil,RADL3.SA,2015-03-16,0.8179,0.0211,0.4412,-0.0234,0.026375000000000003,18
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,24,Brazil,RAIL3.SA,2017-07-04,0.8165,0.0185,0.3817,-0.0171,0.023125,19
TRD_Brazil_7_P3_008,Brazil,7,P3,VALE3.SA,2024-04-02,2024-04-03,25,Brazil,RENT3.SA,2015-04-23,0.815,0.016,-0.2476,-0.2585,0.02,20
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,6,US,ISRG,2014-04-16,0.8427,0.064,-0.0793,-0.1654,0.08,1
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,7,US,LMT,2014-05-06,0.8412,0.0615,0.0295,-0.0365,0.076875,2
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,8,US,META,2014-05-23,0.8398,0.0589,0.2155,-0.0196,0.07362500000000001,3
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,9,US,MSFT,2014-06-12,0.8383,0.0564,0.1654,-0.0071,0.07050000000000001,4
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,10,US,NOC,2014-07-01,0.8369,0.0539,0.1001,-0.0183,0.067375,5
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,11,US,NVDA,2014-07-21,0.8354,0.0514,-0.0568,-0.092,0.06425,6
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,12,US,ORCL,2014-08-07,0.834,0.0488,-0.0065,-0.0943,0.061000000000000006,7
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,13,US,REGN,2014-08-26,0.8325,0.0463,0.1573,-0.096,0.057875,8
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,14,US,V,2014-09-15,0.831,0.0438,0.1986,-0.0906,0.05475,9
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,15,Brazil,EQTL3.SA,2014-10-10,0.8296,0.0413,0.1041,-0.1247,0.05162500000000001,10
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,16,Brazil,FLRY3.SA,2014-10-29,0.8281,0.0387,0.0748,-0.0396,0.048375,11
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,17,Brazil,ITUB4.SA,2014-11-17,0.8267,0.0362,0.0612,-0.0864,0.045250000000000005,12
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,18,Brazil,KLBN11.SA,2016-01-05,0.8252,0.0337,-0.1931,-0.1765,0.042125,13
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,19,Brazil,LREN3.SA,2014-12-26,0.8237,0.0312,0.2044,-0.0745,0.039,14
TRD_Brazil_7_P3_009,Brazil,7,P3,B3SA3.SA,2024-04-15,2024-04-16,20,Brazil,MGLU3.SA,2015-01-16,0.8223,0.0286,-0.3093,-0.3392,0.035750000000000004,15
