sample_id,market,ticker,sequence_start_date,sequence_end_date,target_252_maturity_date,split_cutoff_date,label_horizon_exceeds_cutoff,purged,status
SPL_00648,US,AAPL,2017-12-19,2018-03-16,2019-03-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_00649,US,AAPL,2017-12-21,2018-03-20,2019-03-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_00650,US,AAPL,2017-12-25,2018-03-22,2019-03-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_00651,US,AAPL,2017-12-27,2018-03-26,2019-03-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_00652,US,AAPL,2017-12-29,2018-03-28,2019-03-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_00653,US,AAPL,2018-01-02,2018-03-30,2019-03-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_00654,US,AAPL,2018-01-04,2018-04-03,2019-03-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_00655,US,AAPL,2018-01-08,2018-04-05,2019-03-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_00656,US,AAPL,2018-01-10,2018-04-09,2019-03-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_00657,US,AAPL,2018-01-12,2018-04-11,2019-03-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_00658,US,AAPL,2018-01-16,2018-04-13,2019-04-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_00659,US,AAPL,2018-01-18,2018-04-17,2019-04-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_00660,US,AAPL,2018-01-22,2018-04-19,2019-04-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_00661,US,AAPL,2018-01-24,2018-04-23,2019-04-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_00662,US,AAPL,2018-01-26,2018-04-25,2019-04-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_00663,US,AAPL,2018-01-30,2018-04-27,2019-04-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_00664,US,AAPL,2018-02-01,2018-05-01,2019-04-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_00665,US,AAPL,2018-02-05,2018-05-03,2019-04-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_00666,US,AAPL,2018-02-07,2018-05-07,2019-04-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_00667,US,AAPL,2018-02-09,2018-05-09,2019-04-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_00668,US,AAPL,2018-02-13,2018-05-11,2019-04-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_00669,US,AAPL,2018-02-15,2018-05-15,2019-05-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_00670,US,AAPL,2018-02-19,2018-05-17,2019-05-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_00671,US,AAPL,2018-02-21,2018-05-21,2019-05-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_00672,US,AAPL,2018-02-23,2018-05-23,2019-05-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_00673,US,AAPL,2018-02-27,2018-05-25,2019-05-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_00674,US,AAPL,2018-03-01,2018-05-29,2019-05-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_00675,US,AAPL,2018-03-05,2018-05-31,2019-05-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_00676,US,AAPL,2018-03-07,2018-06-04,2019-05-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_00677,US,AAPL,2018-03-09,2018-06-06,2019-05-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_00678,US,AAPL,2018-03-13,2018-06-08,2019-05-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_00679,US,AAPL,2018-03-15,2018-06-12,2019-05-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_00680,US,AAPL,2018-03-19,2018-06-14,2019-06-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_00681,US,AAPL,2018-03-21,2018-06-18,2019-06-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_00682,US,AAPL,2018-03-23,2018-06-20,2019-06-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_00683,US,AAPL,2018-03-27,2018-06-22,2019-06-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_00684,US,AAPL,2018-03-29,2018-06-26,2019-06-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_00685,US,AAPL,2018-04-02,2018-06-28,2019-06-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_00686,US,AAPL,2018-04-04,2018-07-02,2019-06-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_00687,US,AAPL,2018-04-06,2018-07-04,2019-06-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_00688,US,AAPL,2018-04-10,2018-07-06,2019-06-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_00689,US,AAPL,2018-04-12,2018-07-10,2019-06-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_00690,US,AAPL,2018-04-16,2018-07-12,2019-07-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_00691,US,AAPL,2018-04-18,2018-07-16,2019-07-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_00692,US,AAPL,2018-04-20,2018-07-18,2019-07-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_00693,US,AAPL,2018-04-24,2018-07-20,2019-07-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_00694,US,AAPL,2018-04-26,2018-07-24,2019-07-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_00695,US,AAPL,2018-04-30,2018-07-26,2019-07-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_00696,US,AAPL,2018-05-02,2018-07-30,2019-07-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_00697,US,AAPL,2018-05-04,2018-08-01,2019-07-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_00698,US,AAPL,2018-05-08,2018-08-03,2019-07-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_00699,US,AAPL,2018-05-10,2018-08-07,2019-07-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_00700,US,AAPL,2018-05-14,2018-08-09,2019-07-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_00701,US,AAPL,2018-05-16,2018-08-13,2019-07-31,2020-12-31,0,0,RETAINED_TRAIN
SPL_00702,US,AAPL,2018-05-18,2018-08-15,2019-08-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_00703,US,AAPL,2018-05-22,2018-08-17,2019-08-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_00704,US,AAPL,2018-05-24,2018-08-21,2019-08-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_00705,US,AAPL,2018-05-28,2018-08-23,2019-08-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_00706,US,AAPL,2018-05-30,2018-08-27,2019-08-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_00707,US,AAPL,2018-06-01,2018-08-29,2019-08-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_00708,US,AAPL,2018-06-05,2018-08-31,2019-08-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_00709,US,AAPL,2018-06-07,2018-09-04,2019-08-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_00710,US,AAPL,2018-06-11,2018-09-06,2019-08-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_00711,US,AAPL,2018-06-13,2018-09-10,2019-08-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_00712,US,AAPL,2018-06-15,2018-09-12,2019-08-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_00713,US,AAPL,2018-06-19,2018-09-14,2019-09-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_00714,US,AAPL,2018-06-21,2018-09-18,2019-09-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_00715,US,AAPL,2018-06-25,2018-09-20,2019-09-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_00716,US,AAPL,2018-06-27,2018-09-24,2019-09-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_00717,US,AAPL,2018-06-29,2018-09-26,2019-09-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_00718,US,AAPL,2018-07-03,2018-09-28,2019-09-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_00719,US,AAPL,2018-07-05,2018-10-02,2019-09-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_00720,US,AAPL,2018-07-09,2018-10-04,2019-09-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_00721,US,AAPL,2018-07-11,2018-10-08,2019-09-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_00722,US,AAPL,2018-07-13,2018-10-10,2019-09-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_00723,US,AAPL,2018-07-17,2018-10-12,2019-10-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_00724,US,AAPL,2018-07-19,2018-10-16,2019-10-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_00725,US,AAPL,2018-07-23,2018-10-18,2019-10-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_00726,US,AAPL,2018-07-25,2018-10-22,2019-10-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_00727,US,AAPL,2018-07-27,2018-10-24,2019-10-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_00728,US,AAPL,2018-07-31,2018-10-26,2019-10-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_00729,US,AAPL,2018-08-02,2018-10-30,2019-10-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_00730,US,AAPL,2018-08-06,2018-11-01,2019-10-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_00731,US,AAPL,2018-08-08,2018-11-05,2019-10-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_00732,US,AAPL,2018-08-10,2018-11-07,2019-10-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_00733,US,AAPL,2018-08-14,2018-11-09,2019-10-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_00734,US,AAPL,2018-08-16,2018-11-13,2019-10-31,2020-12-31,0,0,RETAINED_TRAIN
SPL_00735,US,AAPL,2018-08-20,2018-11-15,2019-11-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_00736,US,AAPL,2018-08-22,2018-11-19,2019-11-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_00737,US,AAPL,2018-08-24,2018-11-21,2019-11-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_00738,US,AAPL,2018-08-28,2018-11-23,2019-11-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_00739,US,AAPL,2018-08-30,2018-11-27,2019-11-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_00740,US,AAPL,2018-09-03,2018-11-29,2019-11-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_00741,US,AAPL,2018-09-05,2018-12-03,2019-11-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_00742,US,AAPL,2018-09-07,2018-12-05,2019-11-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_00743,US,AAPL,2018-09-11,2018-12-07,2019-11-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_00744,US,AAPL,2018-09-13,2018-12-11,2019-11-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_00745,US,AAPL,2018-09-17,2018-12-13,2019-12-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_00746,US,AAPL,2018-09-19,2018-12-17,2019-12-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_00747,US,AAPL,2018-09-21,2018-12-19,2019-12-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_00748,US,AAPL,2018-09-25,2018-12-21,2019-12-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_00749,US,AAPL,2018-09-27,2018-12-25,2019-12-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_00750,US,AAPL,2018-10-01,2018-12-27,2019-12-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_00751,US,AAPL,2018-10-03,2018-12-31,2019-12-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_00752,US,AAPL,2018-10-05,2019-01-02,2019-12-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_00753,US,AAPL,2018-10-09,2019-01-04,2019-12-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_00754,US,AAPL,2018-10-11,2019-01-08,2019-12-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_00755,US,AAPL,2018-10-15,2019-01-10,2019-12-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_00756,US,AAPL,2018-10-17,2019-01-14,2020-01-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_00757,US,AAPL,2018-10-19,2019-01-16,2020-01-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_00758,US,AAPL,2018-10-23,2019-01-18,2020-01-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_00759,US,AAPL,2018-10-25,2019-01-22,2020-01-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_00760,US,AAPL,2018-10-29,2019-01-24,2020-01-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_00761,US,AAPL,2018-10-31,2019-01-28,2020-01-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_00762,US,AAPL,2018-11-02,2019-01-30,2020-01-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_00763,US,AAPL,2018-11-06,2019-02-01,2020-01-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_00764,US,AAPL,2018-11-08,2019-02-05,2020-01-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_00765,US,AAPL,2018-11-12,2019-02-07,2020-01-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_00766,US,AAPL,2018-11-14,2019-02-11,2020-01-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_00767,US,AAPL,2018-11-16,2019-02-13,2020-01-31,2020-12-31,0,0,RETAINED_TRAIN
SPL_00768,US,AAPL,2018-11-20,2019-02-15,2020-02-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_00769,US,AAPL,2018-11-22,2019-02-19,2020-02-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_00770,US,AAPL,2018-11-26,2019-02-21,2020-02-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_00771,US,AAPL,2018-11-28,2019-02-25,2020-02-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_00772,US,AAPL,2018-11-30,2019-02-27,2020-02-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_00773,US,AAPL,2018-12-04,2019-03-01,2020-02-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_00774,US,AAPL,2018-12-06,2019-03-05,2020-02-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_00775,US,AAPL,2018-12-10,2019-03-07,2020-02-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_00776,US,AAPL,2018-12-12,2019-03-11,2020-02-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_00777,US,AAPL,2018-12-14,2019-03-13,2020-02-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_00778,US,AAPL,2018-12-18,2019-03-15,2020-03-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_00779,US,AAPL,2018-12-20,2019-03-19,2020-03-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_00780,US,AAPL,2018-12-24,2019-03-21,2020-03-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_00781,US,AAPL,2018-12-26,2019-03-25,2020-03-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_00782,US,AAPL,2018-12-28,2019-03-27,2020-03-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_00783,US,AAPL,2019-01-01,2019-03-29,2020-03-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_00784,US,AAPL,2019-01-03,2019-04-02,2020-03-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_00785,US,AAPL,2019-01-07,2019-04-04,2020-03-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_00786,US,AAPL,2019-01-09,2019-04-08,2020-03-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_00787,US,AAPL,2019-01-11,2019-04-10,2020-03-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_00788,US,AAPL,2019-01-15,2019-04-12,2020-03-31,2020-12-31,0,0,RETAINED_TRAIN
SPL_00789,US,AAPL,2019-01-17,2019-04-16,2020-04-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_00790,US,AAPL,2019-01-21,2019-04-18,2020-04-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_00791,US,AAPL,2019-01-23,2019-04-22,2020-04-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_00792,US,AAPL,2019-01-25,2019-04-24,2020-04-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_00793,US,AAPL,2019-01-29,2019-04-26,2020-04-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_00794,US,AAPL,2019-01-31,2019-04-30,2020-04-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_00795,US,AAPL,2019-02-04,2019-05-02,2020-04-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_00796,US,AAPL,2019-02-06,2019-05-06,2020-04-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_00797,US,AAPL,2019-02-08,2019-05-08,2020-04-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_00798,US,AAPL,2019-02-12,2019-05-10,2020-04-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_00799,US,AAPL,2019-02-14,2019-05-14,2020-04-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_00800,US,AAPL,2019-02-18,2019-05-16,2020-05-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_00801,US,AAPL,2019-02-20,2019-05-20,2020-05-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_00802,US,AAPL,2019-02-22,2019-05-22,2020-05-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_00803,US,AAPL,2019-02-26,2019-05-24,2020-05-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_00804,US,AAPL,2019-02-28,2019-05-28,2020-05-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_00805,US,AAPL,2019-03-04,2019-05-30,2020-05-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_00806,US,AAPL,2019-03-06,2019-06-03,2020-05-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_00807,US,AAPL,2019-03-08,2019-06-05,2020-05-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_00808,US,AAPL,2019-03-12,2019-06-07,2020-05-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_00809,US,AAPL,2019-03-14,2019-06-11,2020-05-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_00810,US,AAPL,2019-03-18,2019-06-13,2020-06-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_00811,US,AAPL,2019-03-20,2019-06-17,2020-06-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_00812,US,AAPL,2019-03-22,2019-06-19,2020-06-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_00813,US,AAPL,2019-03-26,2019-06-21,2020-06-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_00814,US,AAPL,2019-03-28,2019-06-25,2020-06-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_00815,US,AAPL,2019-04-01,2019-06-27,2020-06-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_00816,US,AAPL,2019-04-03,2019-07-01,2020-06-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_00817,US,AAPL,2019-04-05,2019-07-03,2020-06-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_00818,US,AAPL,2019-04-09,2019-07-05,2020-06-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_00819,US,AAPL,2019-04-11,2019-07-09,2020-06-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_00820,US,AAPL,2019-04-15,2019-07-11,2020-06-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_00821,US,AAPL,2019-04-17,2019-07-15,2020-07-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_00822,US,AAPL,2019-04-19,2019-07-17,2020-07-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_00823,US,AAPL,2019-04-23,2019-07-19,2020-07-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_00824,US,AAPL,2019-04-25,2019-07-23,2020-07-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_00825,US,AAPL,2019-04-29,2019-07-25,2020-07-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_00826,US,AAPL,2019-05-01,2019-07-29,2020-07-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_00827,US,AAPL,2019-05-03,2019-07-31,2020-07-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_00828,US,AAPL,2019-05-07,2019-08-02,2020-07-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_00829,US,AAPL,2019-05-09,2019-08-06,2020-07-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_00830,US,AAPL,2019-05-13,2019-08-08,2020-07-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_00831,US,AAPL,2019-05-15,2019-08-12,2020-07-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_00832,US,AAPL,2019-05-17,2019-08-14,2020-07-31,2020-12-31,0,0,RETAINED_TRAIN
SPL_00833,US,AAPL,2019-05-21,2019-08-16,2020-08-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_00834,US,AAPL,2019-05-23,2019-08-20,2020-08-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_00835,US,AAPL,2019-05-27,2019-08-22,2020-08-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_00836,US,AAPL,2019-05-29,2019-08-26,2020-08-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_00837,US,AAPL,2019-05-31,2019-08-28,2020-08-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_00838,US,AAPL,2019-06-04,2019-08-30,2020-08-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_00839,US,AAPL,2019-06-06,2019-09-03,2020-08-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_00840,US,AAPL,2019-06-10,2019-09-05,2020-08-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_00841,US,AAPL,2019-06-12,2019-09-09,2020-08-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_00842,US,AAPL,2019-06-14,2019-09-11,2020-08-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_00843,US,AAPL,2019-06-18,2019-09-13,2020-09-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_00844,US,AAPL,2019-06-20,2019-09-17,2020-09-03,2020-12-31,0,0,RETAINED_TRAIN
SPL_00845,US,AAPL,2019-06-24,2019-09-19,2020-09-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_00846,US,AAPL,2019-06-26,2019-09-23,2020-09-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_00847,US,AAPL,2019-06-28,2019-09-25,2020-09-11,2020-12-31,0,0,RETAINED_TRAIN
SPL_00848,US,AAPL,2019-07-02,2019-09-27,2020-09-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_00849,US,AAPL,2019-07-04,2019-10-01,2020-09-17,2020-12-31,0,0,RETAINED_TRAIN
SPL_00850,US,AAPL,2019-07-08,2019-10-03,2020-09-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_00851,US,AAPL,2019-07-10,2019-10-07,2020-09-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_00852,US,AAPL,2019-07-12,2019-10-09,2020-09-25,2020-12-31,0,0,RETAINED_TRAIN
SPL_00853,US,AAPL,2019-07-16,2019-10-11,2020-09-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_00854,US,AAPL,2019-07-18,2019-10-15,2020-10-01,2020-12-31,0,0,RETAINED_TRAIN
SPL_00855,US,AAPL,2019-07-22,2019-10-17,2020-10-05,2020-12-31,0,0,RETAINED_TRAIN
SPL_00856,US,AAPL,2019-07-24,2019-10-21,2020-10-07,2020-12-31,0,0,RETAINED_TRAIN
SPL_00857,US,AAPL,2019-07-26,2019-10-23,2020-10-09,2020-12-31,0,0,RETAINED_TRAIN
SPL_00858,US,AAPL,2019-07-30,2019-10-25,2020-10-13,2020-12-31,0,0,RETAINED_TRAIN
SPL_00859,US,AAPL,2019-08-01,2019-10-29,2020-10-15,2020-12-31,0,0,RETAINED_TRAIN
SPL_00860,US,AAPL,2019-08-05,2019-10-31,2020-10-19,2020-12-31,0,0,RETAINED_TRAIN
SPL_00861,US,AAPL,2019-08-07,2019-11-04,2020-10-21,2020-12-31,0,0,RETAINED_TRAIN
SPL_00862,US,AAPL,2019-08-09,2019-11-06,2020-10-23,2020-12-31,0,0,RETAINED_TRAIN
SPL_00863,US,AAPL,2019-08-13,2019-11-08,2020-10-27,2020-12-31,0,0,RETAINED_TRAIN
SPL_00864,US,AAPL,2019-08-15,2019-11-12,2020-10-29,2020-12-31,0,0,RETAINED_TRAIN
SPL_00865,US,AAPL,2019-08-19,2019-11-14,2020-11-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_00866,US,AAPL,2019-08-21,2019-11-18,2020-11-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_00867,US,AAPL,2019-08-23,2019-11-20,2020-11-06,2020-12-31,0,0,RETAINED_TRAIN
SPL_00868,US,AAPL,2019-08-27,2019-11-22,2020-11-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_00869,US,AAPL,2019-08-29,2019-11-26,2020-11-12,2020-12-31,0,0,RETAINED_TRAIN
SPL_00870,US,AAPL,2019-09-02,2019-11-28,2020-11-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_00871,US,AAPL,2019-09-04,2019-12-02,2020-11-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_00872,US,AAPL,2019-09-06,2019-12-04,2020-11-20,2020-12-31,0,0,RETAINED_TRAIN
SPL_00873,US,AAPL,2019-09-10,2019-12-06,2020-11-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_00874,US,AAPL,2019-09-12,2019-12-10,2020-11-26,2020-12-31,0,0,RETAINED_TRAIN
SPL_00875,US,AAPL,2019-09-16,2019-12-12,2020-11-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_00876,US,AAPL,2019-09-18,2019-12-16,2020-12-02,2020-12-31,0,0,RETAINED_TRAIN
SPL_00877,US,AAPL,2019-09-20,2019-12-18,2020-12-04,2020-12-31,0,0,RETAINED_TRAIN
SPL_00878,US,AAPL,2019-09-24,2019-12-20,2020-12-08,2020-12-31,0,0,RETAINED_TRAIN
SPL_00879,US,AAPL,2019-09-26,2019-12-24,2020-12-10,2020-12-31,0,0,RETAINED_TRAIN
SPL_00880,US,AAPL,2019-09-30,2019-12-26,2020-12-14,2020-12-31,0,0,RETAINED_TRAIN
SPL_00881,US,AAPL,2019-10-02,2019-12-30,2020-12-16,2020-12-31,0,0,RETAINED_TRAIN
SPL_00882,US,AAPL,2019-10-04,2020-01-01,2020-12-18,2020-12-31,0,0,RETAINED_TRAIN
SPL_00883,US,AAPL,2019-10-08,2020-01-03,2020-12-22,2020-12-31,0,0,RETAINED_TRAIN
SPL_00884,US,AAPL,2019-10-10,2020-01-07,2020-12-24,2020-12-31,0,0,RETAINED_TRAIN
SPL_00885,US,AAPL,2019-10-14,2020-01-09,2020-12-28,2020-12-31,0,0,RETAINED_TRAIN
SPL_00886,US,AAPL,2019-10-16,2020-01-13,2020-12-30,2020-12-31,0,0,RETAINED_TRAIN
SPL_00887,US,AAPL,2019-10-18,2020-01-15,2021-01-01,2020-12-31,1,1,PURGED_CAUSAL_GUARD
