date,market,portfolio_equity,status
2025-10-03,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-06,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-07,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-08,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-09,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-10,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-13,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-14,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-15,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-16,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-17,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-20,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-22,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-23,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-24,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-27,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-28,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-29,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-30,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-31,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-03,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-04,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-06,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-07,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-10,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-11,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-12,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-13,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-14,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-17,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-18,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-19,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-20,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-21,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-24,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-25,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-26,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-27,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-11-28,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-01,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-02,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-03,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-04,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-05,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-08,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-09,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-10,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-11,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-12,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-15,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-16,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-17,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-18,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-19,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-22,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-23,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-24,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-26,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-29,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-30,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-12-31,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-01-02,China,100734.39,ACTIVE_EVALUATION
2025-01-03,China,100264.09,ACTIVE_EVALUATION
2025-01-06,China,101331.5,ACTIVE_EVALUATION
2025-01-07,China,101302.94,ACTIVE_EVALUATION
2025-01-08,China,99663.59,ACTIVE_EVALUATION
2025-01-09,China,100188.93,ACTIVE_EVALUATION
2025-01-10,China,98987.76,ACTIVE_EVALUATION
2025-01-13,China,99185.51,ACTIVE_EVALUATION
2025-01-14,China,98486.73,ACTIVE_EVALUATION
2025-01-15,China,98974.51,ACTIVE_EVALUATION
2025-01-16,China,98706.38,ACTIVE_EVALUATION
2025-01-17,China,98745.73,ACTIVE_EVALUATION
2025-01-20,China,99343.68,ACTIVE_EVALUATION
2025-01-21,China,100355.4,ACTIVE_EVALUATION
2025-01-22,China,100389.24,ACTIVE_EVALUATION
2025-01-23,China,101288.13,ACTIVE_EVALUATION
2025-01-24,China,99985.65,ACTIVE_EVALUATION
2025-01-27,China,99518.65,ACTIVE_EVALUATION
2025-02-05,China,101158.87,ACTIVE_EVALUATION
2025-02-06,China,102844.75,ACTIVE_EVALUATION
2025-02-07,China,102288.18,ACTIVE_EVALUATION
2025-02-10,China,102242.99,ACTIVE_EVALUATION
2025-02-11,China,101885.81,ACTIVE_EVALUATION
2025-02-12,China,101217.18,ACTIVE_EVALUATION
2025-02-13,China,101821.94,ACTIVE_EVALUATION
2025-02-14,China,100798.97,ACTIVE_EVALUATION
2025-02-17,China,101074.13,ACTIVE_EVALUATION
2025-02-18,China,102600.59,ACTIVE_EVALUATION
2025-02-19,China,102462.57,ACTIVE_EVALUATION
2025-02-20,China,102673.36,ACTIVE_EVALUATION
2025-02-21,China,101566.04,ACTIVE_EVALUATION
2025-02-24,China,103632.3,ACTIVE_EVALUATION
2025-02-25,China,102399.66,ACTIVE_EVALUATION
2025-02-26,China,100403.02,ACTIVE_EVALUATION
2025-02-27,China,102124.67,ACTIVE_EVALUATION
2025-02-28,China,101747.78,ACTIVE_EVALUATION
2025-03-03,China,102826.9,ACTIVE_EVALUATION
2025-03-04,China,101507.67,ACTIVE_EVALUATION
2025-03-05,China,101071.42,ACTIVE_EVALUATION
2025-03-06,China,100534.45,ACTIVE_EVALUATION
2025-03-07,China,101006.82,ACTIVE_EVALUATION
2025-03-10,China,98537.15,ACTIVE_EVALUATION
2025-03-11,China,100157.63,ACTIVE_EVALUATION
2025-03-12,China,100486.82,ACTIVE_EVALUATION
2025-03-13,China,100616.28,ACTIVE_EVALUATION
2025-03-14,China,101892.67,ACTIVE_EVALUATION
2025-03-17,China,101719.56,ACTIVE_EVALUATION
2025-03-18,China,100467.6,ACTIVE_EVALUATION
2025-03-19,China,99704.62,ACTIVE_EVALUATION
2025-03-20,China,100254.82,ACTIVE_EVALUATION
2025-03-21,China,100097.92,ACTIVE_EVALUATION
2025-03-24,China,98100.93,ACTIVE_EVALUATION
2025-03-25,China,98534.5,ACTIVE_EVALUATION
2025-03-26,China,98701.26,ACTIVE_EVALUATION
2025-03-27,China,99258.41,ACTIVE_EVALUATION
2025-03-28,China,99511.33,ACTIVE_EVALUATION
2025-03-31,China,99466.84,ACTIVE_EVALUATION
2025-04-01,China,99780.85,ACTIVE_EVALUATION
2025-04-02,China,97606.63,ACTIVE_EVALUATION
2025-04-03,China,97756.24,ACTIVE_EVALUATION
2025-04-07,China,98854.67,ACTIVE_EVALUATION
2025-04-08,China,99363.27,ACTIVE_EVALUATION
2025-04-09,China,100177.47,ACTIVE_EVALUATION
2025-04-10,China,98840.12,ACTIVE_EVALUATION
2025-04-11,China,98934.48,ACTIVE_EVALUATION
2025-04-14,China,98882.92,ACTIVE_EVALUATION
2025-04-15,China,98949.24,ACTIVE_EVALUATION
2025-04-16,China,100358.58,ACTIVE_EVALUATION
2025-04-17,China,101769.96,ACTIVE_EVALUATION
2025-04-18,China,100953.27,ACTIVE_EVALUATION
2025-04-21,China,99334.95,ACTIVE_EVALUATION
2025-04-22,China,99775.23,ACTIVE_EVALUATION
2025-04-23,China,99692.5,ACTIVE_EVALUATION
2025-04-24,China,99393.59,ACTIVE_EVALUATION
2025-04-25,China,100789.71,ACTIVE_EVALUATION
2025-04-28,China,100873.0,ACTIVE_EVALUATION
2025-04-29,China,103670.8,ACTIVE_EVALUATION
2025-04-30,China,102390.65,ACTIVE_EVALUATION
2025-05-06,China,101924.33,ACTIVE_EVALUATION
2025-05-07,China,103188.94,ACTIVE_EVALUATION
2025-05-08,China,103026.73,ACTIVE_EVALUATION
2025-05-09,China,102705.48,ACTIVE_EVALUATION
2025-05-12,China,100350.78,ACTIVE_EVALUATION
2025-05-13,China,100539.16,ACTIVE_EVALUATION
2025-05-14,China,100446.69,ACTIVE_EVALUATION
2025-05-15,China,99992.71,ACTIVE_EVALUATION
2025-05-16,China,97959.32,ACTIVE_EVALUATION
2025-05-19,China,99353.03,ACTIVE_EVALUATION
2025-05-20,China,99011.16,ACTIVE_EVALUATION
2025-05-21,China,98480.57,ACTIVE_EVALUATION
2025-05-22,China,98258.09,ACTIVE_EVALUATION
2025-05-23,China,99352.58,ACTIVE_EVALUATION
2025-05-26,China,99931.77,ACTIVE_EVALUATION
2025-05-27,China,100206.57,ACTIVE_EVALUATION
2025-05-28,China,99820.69,ACTIVE_EVALUATION
2025-05-29,China,101002.44,ACTIVE_EVALUATION
2025-05-30,China,101054.11,ACTIVE_EVALUATION
2025-06-02,China,102152.43,ACTIVE_EVALUATION
2025-06-03,China,104139.99,ACTIVE_EVALUATION
2025-06-04,China,103839.0,ACTIVE_EVALUATION
2025-06-05,China,102951.24,ACTIVE_EVALUATION
2025-06-06,China,103533.64,ACTIVE_EVALUATION
2025-06-09,China,105161.44,ACTIVE_EVALUATION
2025-06-10,China,106787.54,ACTIVE_EVALUATION
2025-06-11,China,106357.83,ACTIVE_EVALUATION
2025-06-12,China,107593.49,ACTIVE_EVALUATION
2025-06-13,China,109945.46,ACTIVE_EVALUATION
2025-06-16,China,111486.5,ACTIVE_EVALUATION
2025-06-17,China,111545.02,ACTIVE_EVALUATION
2025-06-18,China,112602.19,ACTIVE_EVALUATION
2025-06-19,China,111580.84,ACTIVE_EVALUATION
2025-06-20,China,110759.44,ACTIVE_EVALUATION
2025-06-23,China,109117.67,ACTIVE_EVALUATION
2025-06-24,China,110379.35,ACTIVE_EVALUATION
2025-06-25,China,110458.12,ACTIVE_EVALUATION
2025-06-26,China,110645.46,ACTIVE_EVALUATION
2025-06-27,China,110659.36,ACTIVE_EVALUATION
2025-06-30,China,110916.7,ACTIVE_EVALUATION
2025-07-01,China,112361.39,ACTIVE_EVALUATION
2025-07-02,China,111836.46,ACTIVE_EVALUATION
2025-07-03,China,112789.42,ACTIVE_EVALUATION
2025-07-04,China,111328.57,ACTIVE_EVALUATION
2025-07-07,China,113038.71,ACTIVE_EVALUATION
2025-07-08,China,112365.05,ACTIVE_EVALUATION
2025-07-09,China,114006.94,ACTIVE_EVALUATION
2025-07-10,China,114079.99,ACTIVE_EVALUATION
2025-07-11,China,112782.4,ACTIVE_EVALUATION
2025-07-14,China,114475.63,ACTIVE_EVALUATION
2025-07-15,China,115433.17,ACTIVE_EVALUATION
2025-07-16,China,113533.33,ACTIVE_EVALUATION
2025-07-17,China,114517.93,ACTIVE_EVALUATION
2025-07-18,China,114350.45,ACTIVE_EVALUATION
2025-07-21,China,114338.55,ACTIVE_EVALUATION
2025-07-22,China,115169.17,ACTIVE_EVALUATION
2025-07-23,China,115285.49,ACTIVE_EVALUATION
2025-07-24,China,115347.08,ACTIVE_EVALUATION
2025-07-25,China,115782.31,ACTIVE_EVALUATION
2025-07-28,China,116376.64,ACTIVE_EVALUATION
2025-07-29,China,116088.68,ACTIVE_EVALUATION
2025-07-30,China,117462.51,ACTIVE_EVALUATION
2025-07-31,China,116918.81,ACTIVE_EVALUATION
2025-08-01,China,115116.66,ACTIVE_EVALUATION
2025-08-04,China,116273.65,ACTIVE_EVALUATION
2025-08-05,China,116377.88,ACTIVE_EVALUATION
2025-08-06,China,116966.32,ACTIVE_EVALUATION
2025-08-07,China,118006.53,ACTIVE_EVALUATION
2025-08-08,China,117159.74,ACTIVE_EVALUATION
2025-08-11,China,117304.16,ACTIVE_EVALUATION
2025-08-12,China,117643.41,ACTIVE_EVALUATION
2025-08-13,China,115810.29,ACTIVE_EVALUATION
2025-08-14,China,114895.52,ACTIVE_EVALUATION
2025-08-15,China,116155.41,ACTIVE_EVALUATION
2025-08-18,China,117217.1,ACTIVE_EVALUATION
2025-08-19,China,118161.16,ACTIVE_EVALUATION
2025-08-20,China,118010.04,ACTIVE_EVALUATION
2025-08-21,China,118568.64,ACTIVE_EVALUATION
2025-08-22,China,120192.23,ACTIVE_EVALUATION
2025-08-25,China,119782.61,ACTIVE_EVALUATION
2025-08-26,China,119027.27,ACTIVE_EVALUATION
2025-08-27,China,121332.14,ACTIVE_EVALUATION
2025-08-28,China,119552.3,ACTIVE_EVALUATION
2025-08-29,China,120431.5,ACTIVE_EVALUATION
2025-09-01,China,120332.85,ACTIVE_EVALUATION
2025-09-02,China,122716.19,ACTIVE_EVALUATION
2025-09-03,China,121036.24,ACTIVE_EVALUATION
2025-09-04,China,120627.08,ACTIVE_EVALUATION
2025-09-05,China,118800.18,ACTIVE_EVALUATION
2025-09-08,China,120440.4,ACTIVE_EVALUATION
2025-09-09,China,120873.86,ACTIVE_EVALUATION
2025-09-10,China,121482.71,ACTIVE_EVALUATION
2025-09-11,China,121468.33,ACTIVE_EVALUATION
2025-09-12,China,119479.12,ACTIVE_EVALUATION
2025-09-15,China,120057.56,ACTIVE_EVALUATION
2025-09-16,China,121118.6,ACTIVE_EVALUATION
2025-09-17,China,121348.8,ACTIVE_EVALUATION
2025-09-18,China,123466.09,ACTIVE_EVALUATION
2025-09-19,China,120007.05,ACTIVE_EVALUATION
2025-09-22,China,120389.32,ACTIVE_EVALUATION
2025-09-23,China,120481.43,ACTIVE_EVALUATION
2025-09-24,China,121109.31,ACTIVE_EVALUATION
2025-09-25,China,120314.34,ACTIVE_EVALUATION
2025-09-26,China,118058.93,ACTIVE_EVALUATION
2025-09-29,China,116786.83,ACTIVE_EVALUATION
2025-09-30,China,115619.66,ACTIVE_EVALUATION
2025-10-09,China,113913.13,ACTIVE_EVALUATION
2025-10-10,China,114858.3,ACTIVE_EVALUATION
2025-10-13,China,114556.46,ACTIVE_EVALUATION
2025-10-14,China,114339.54,ACTIVE_EVALUATION
2025-10-15,China,113655.68,ACTIVE_EVALUATION
2025-10-16,China,114589.91,ACTIVE_EVALUATION
2025-10-17,China,114721.83,ACTIVE_EVALUATION
2025-10-20,China,116818.95,ACTIVE_EVALUATION
2025-10-21,China,114730.49,ACTIVE_EVALUATION
2025-10-22,China,114802.7,ACTIVE_EVALUATION
2025-10-23,China,112364.81,ACTIVE_EVALUATION
2025-10-24,China,110728.46,ACTIVE_EVALUATION
2025-10-27,China,109122.16,ACTIVE_EVALUATION
2025-10-28,China,109153.36,ACTIVE_EVALUATION
2025-10-29,China,110388.4,ACTIVE_EVALUATION
2025-10-30,China,110215.38,ACTIVE_EVALUATION
2025-10-31,China,109819.63,ACTIVE_EVALUATION
2025-11-03,China,109570.09,ACTIVE_EVALUATION
2025-11-04,China,109329.15,ACTIVE_EVALUATION
2025-11-05,China,110453.3,ACTIVE_EVALUATION
2025-11-06,China,108529.86,ACTIVE_EVALUATION
2025-11-07,China,106478.92,ACTIVE_EVALUATION
2025-11-10,China,106083.68,ACTIVE_EVALUATION
2025-11-11,China,106041.36,ACTIVE_EVALUATION
2025-11-12,China,106812.34,ACTIVE_EVALUATION
2025-11-13,China,108470.64,ACTIVE_EVALUATION
2025-11-14,China,106951.62,ACTIVE_EVALUATION
2025-11-17,China,107384.41,ACTIVE_EVALUATION
2025-11-18,China,107760.36,ACTIVE_EVALUATION
2025-11-19,China,105558.4,ACTIVE_EVALUATION
2025-11-20,China,103308.41,ACTIVE_EVALUATION
2025-11-21,China,103504.8,ACTIVE_EVALUATION
2025-11-24,China,104959.07,ACTIVE_EVALUATION
2025-11-25,China,103955.98,ACTIVE_EVALUATION
2025-11-26,China,104631.11,ACTIVE_EVALUATION
2025-11-27,China,105327.81,ACTIVE_EVALUATION
2025-11-28,China,106156.01,ACTIVE_EVALUATION
2025-12-01,China,106350.05,ACTIVE_EVALUATION
2025-12-02,China,106883.88,ACTIVE_EVALUATION
2025-12-03,China,106914.43,ACTIVE_EVALUATION
2025-12-04,China,107064.25,ACTIVE_EVALUATION
2025-12-05,China,106493.47,ACTIVE_EVALUATION
2025-12-08,China,106629.96,ACTIVE_EVALUATION
2025-12-09,China,104953.08,ACTIVE_EVALUATION
2025-12-10,China,103397.03,ACTIVE_EVALUATION
2025-12-11,China,106441.18,ACTIVE_EVALUATION
2025-12-12,China,107630.5,ACTIVE_EVALUATION
2025-12-15,China,108954.13,ACTIVE_EVALUATION
2025-12-16,China,107827.39,ACTIVE_EVALUATION
2025-12-17,China,107249.21,ACTIVE_EVALUATION
2025-12-18,China,107284.81,ACTIVE_EVALUATION
2025-12-19,China,108069.38,ACTIVE_EVALUATION
2025-12-22,China,108442.67,ACTIVE_EVALUATION
2025-12-23,China,109015.41,ACTIVE_EVALUATION
2025-12-24,China,110091.47,ACTIVE_EVALUATION
2025-12-25,China,109174.85,ACTIVE_EVALUATION
2025-12-26,China,111343.48,ACTIVE_EVALUATION
2025-12-29,China,110831.25,ACTIVE_EVALUATION
2025-12-30,China,110216.57,ACTIVE_EVALUATION
2025-12-31,China,110511.7,ACTIVE_EVALUATION
2025-01-02,Brazil,98424.57,ACTIVE_EVALUATION
2025-01-03,Brazil,98270.53,ACTIVE_EVALUATION
2025-01-06,Brazil,96573.9,ACTIVE_EVALUATION
2025-01-07,Brazil,96483.11,ACTIVE_EVALUATION
2025-01-08,Brazil,96644.14,ACTIVE_EVALUATION
2025-01-09,Brazil,93942.99,ACTIVE_EVALUATION
2025-01-10,Brazil,96309.43,ACTIVE_EVALUATION
2025-01-13,Brazil,96852.27,ACTIVE_EVALUATION
2025-01-14,Brazil,97392.39,ACTIVE_EVALUATION
2025-01-15,Brazil,96514.81,ACTIVE_EVALUATION
2025-01-16,Brazil,95268.75,ACTIVE_EVALUATION
2025-01-17,Brazil,96895.9,ACTIVE_EVALUATION
2025-01-20,Brazil,98264.79,ACTIVE_EVALUATION
2025-01-21,Brazil,98224.42,ACTIVE_EVALUATION
2025-01-22,Brazil,99067.65,ACTIVE_EVALUATION
2025-01-23,Brazil,99706.84,ACTIVE_EVALUATION
2025-01-24,Brazil,101460.56,ACTIVE_EVALUATION
2025-01-27,Brazil,101342.56,ACTIVE_EVALUATION
2025-01-28,Brazil,100635.89,ACTIVE_EVALUATION
2025-01-29,Brazil,100046.59,ACTIVE_EVALUATION
2025-01-30,Brazil,100310.2,ACTIVE_EVALUATION
2025-01-31,Brazil,99676.69,ACTIVE_EVALUATION
2025-02-03,Brazil,99205.52,ACTIVE_EVALUATION
2025-02-04,Brazil,98804.92,ACTIVE_EVALUATION
2025-02-05,Brazil,100115.91,ACTIVE_EVALUATION
2025-02-06,Brazil,100790.22,ACTIVE_EVALUATION
2025-02-07,Brazil,101970.04,ACTIVE_EVALUATION
2025-02-10,Brazil,101122.28,ACTIVE_EVALUATION
2025-02-11,Brazil,98928.12,ACTIVE_EVALUATION
2025-02-12,Brazil,100731.09,ACTIVE_EVALUATION
2025-02-13,Brazil,100538.32,ACTIVE_EVALUATION
2025-02-14,Brazil,98611.01,ACTIVE_EVALUATION
2025-02-17,Brazil,97698.06,ACTIVE_EVALUATION
2025-02-18,Brazil,96852.27,ACTIVE_EVALUATION
2025-02-19,Brazil,98660.5,ACTIVE_EVALUATION
2025-02-20,Brazil,98565.4,ACTIVE_EVALUATION
2025-02-21,Brazil,99700.94,ACTIVE_EVALUATION
2025-02-24,Brazil,100153.07,ACTIVE_EVALUATION
2025-02-25,Brazil,99502.49,ACTIVE_EVALUATION
2025-02-26,Brazil,99221.78,ACTIVE_EVALUATION
2025-02-27,Brazil,97514.75,ACTIVE_EVALUATION
2025-02-28,Brazil,96790.82,ACTIVE_EVALUATION
2025-03-05,Brazil,93823.94,ACTIVE_EVALUATION
2025-03-06,Brazil,95307.74,ACTIVE_EVALUATION
2025-03-07,Brazil,94743.45,ACTIVE_EVALUATION
2025-03-10,Brazil,95906.94,ACTIVE_EVALUATION
2025-03-11,Brazil,94963.21,ACTIVE_EVALUATION
2025-03-12,Brazil,94854.44,ACTIVE_EVALUATION
2025-03-13,Brazil,92922.09,ACTIVE_EVALUATION
2025-03-14,Brazil,92903.69,ACTIVE_EVALUATION
2025-03-17,Brazil,92326.66,ACTIVE_EVALUATION
2025-03-18,Brazil,92847.9,ACTIVE_EVALUATION
2025-03-19,Brazil,92484.25,ACTIVE_EVALUATION
2025-03-20,Brazil,94911.61,ACTIVE_EVALUATION
2025-03-21,Brazil,95546.76,ACTIVE_EVALUATION
2025-03-24,Brazil,95568.58,ACTIVE_EVALUATION
2025-03-25,Brazil,93153.73,ACTIVE_EVALUATION
2025-03-26,Brazil,93269.57,ACTIVE_EVALUATION
2025-03-27,Brazil,93665.34,ACTIVE_EVALUATION
2025-03-28,Brazil,95448.85,ACTIVE_EVALUATION
2025-03-31,Brazil,96737.14,ACTIVE_EVALUATION
2025-04-01,Brazil,97009.97,ACTIVE_EVALUATION
2025-04-02,Brazil,98421.05,ACTIVE_EVALUATION
2025-04-03,Brazil,99495.8,ACTIVE_EVALUATION
2025-04-04,Brazil,98897.22,ACTIVE_EVALUATION
2025-04-07,Brazil,98577.62,ACTIVE_EVALUATION
2025-04-08,Brazil,99256.16,ACTIVE_EVALUATION
2025-04-09,Brazil,97467.31,ACTIVE_EVALUATION
2025-04-10,Brazil,96869.7,ACTIVE_EVALUATION
2025-04-11,Brazil,97785.6,ACTIVE_EVALUATION
2025-04-14,Brazil,98980.13,ACTIVE_EVALUATION
2025-04-15,Brazil,100668.26,ACTIVE_EVALUATION
2025-04-16,Brazil,99475.81,ACTIVE_EVALUATION
2025-04-17,Brazil,99490.25,ACTIVE_EVALUATION
2025-04-22,Brazil,98245.3,ACTIVE_EVALUATION
2025-04-23,Brazil,98731.18,ACTIVE_EVALUATION
2025-04-24,Brazil,99682.88,ACTIVE_EVALUATION
2025-04-25,Brazil,99013.43,ACTIVE_EVALUATION
2025-04-28,Brazil,98332.73,ACTIVE_EVALUATION
2025-04-29,Brazil,98650.49,ACTIVE_EVALUATION
2025-04-30,Brazil,96518.21,ACTIVE_EVALUATION
2025-05-02,Brazil,95944.2,ACTIVE_EVALUATION
2025-05-05,Brazil,95257.13,ACTIVE_EVALUATION
2025-05-06,Brazil,95380.9,ACTIVE_EVALUATION
2025-05-07,Brazil,93252.54,ACTIVE_EVALUATION
2025-05-08,Brazil,92154.24,ACTIVE_EVALUATION
2025-05-09,Brazil,90564.96,ACTIVE_EVALUATION
2025-05-12,Brazil,88874.7,ACTIVE_EVALUATION
2025-05-13,Brazil,90196.52,ACTIVE_EVALUATION
2025-05-14,Brazil,91005.87,ACTIVE_EVALUATION
2025-05-15,Brazil,90428.06,ACTIVE_EVALUATION
2025-05-16,Brazil,90855.81,ACTIVE_EVALUATION
2025-05-19,Brazil,92021.9,ACTIVE_EVALUATION
2025-05-20,Brazil,91379.35,ACTIVE_EVALUATION
2025-05-21,Brazil,90399.51,ACTIVE_EVALUATION
2025-05-22,Brazil,90240.32,ACTIVE_EVALUATION
2025-05-23,Brazil,90707.95,ACTIVE_EVALUATION
2025-05-26,Brazil,90333.8,ACTIVE_EVALUATION
2025-05-27,Brazil,91531.03,ACTIVE_EVALUATION
2025-05-28,Brazil,92546.8,ACTIVE_EVALUATION
2025-05-29,Brazil,92858.85,ACTIVE_EVALUATION
2025-05-30,Brazil,93107.42,ACTIVE_EVALUATION
2025-06-02,Brazil,92576.61,ACTIVE_EVALUATION
2025-06-03,Brazil,93626.82,ACTIVE_EVALUATION
2025-06-04,Brazil,92510.98,ACTIVE_EVALUATION
2025-06-05,Brazil,93284.16,ACTIVE_EVALUATION
2025-06-06,Brazil,94819.91,ACTIVE_EVALUATION
2025-06-09,Brazil,94783.11,ACTIVE_EVALUATION
2025-06-10,Brazil,95005.9,ACTIVE_EVALUATION
2025-06-11,Brazil,95892.47,ACTIVE_EVALUATION
2025-06-12,Brazil,95034.39,ACTIVE_EVALUATION
2025-06-13,Brazil,94634.6,ACTIVE_EVALUATION
2025-06-16,Brazil,96353.55,ACTIVE_EVALUATION
2025-06-17,Brazil,95419.65,ACTIVE_EVALUATION
2025-06-18,Brazil,95721.17,ACTIVE_EVALUATION
2025-06-20,Brazil,96567.09,ACTIVE_EVALUATION
2025-06-23,Brazil,95237.78,ACTIVE_EVALUATION
2025-06-24,Brazil,97115.36,ACTIVE_EVALUATION
2025-06-25,Brazil,97003.99,ACTIVE_EVALUATION
2025-06-26,Brazil,98886.21,ACTIVE_EVALUATION
2025-06-27,Brazil,97638.21,ACTIVE_EVALUATION
2025-06-30,Brazil,99757.2,ACTIVE_EVALUATION
2025-07-01,Brazil,98688.38,ACTIVE_EVALUATION
2025-07-02,Brazil,100027.37,ACTIVE_EVALUATION
2025-07-03,Brazil,100236.22,ACTIVE_EVALUATION
2025-07-04,Brazil,99483.29,ACTIVE_EVALUATION
2025-07-07,Brazil,98339.98,ACTIVE_EVALUATION
2025-07-08,Brazil,96175.74,ACTIVE_EVALUATION
2025-07-09,Brazil,95846.98,ACTIVE_EVALUATION
2025-07-10,Brazil,93321.92,ACTIVE_EVALUATION
2025-07-11,Brazil,92089.44,ACTIVE_EVALUATION
2025-07-14,Brazil,93520.45,ACTIVE_EVALUATION
2025-07-15,Brazil,93287.42,ACTIVE_EVALUATION
2025-07-16,Brazil,93112.14,ACTIVE_EVALUATION
2025-07-17,Brazil,94275.88,ACTIVE_EVALUATION
2025-07-18,Brazil,93861.61,ACTIVE_EVALUATION
2025-07-21,Brazil,94849.79,ACTIVE_EVALUATION
2025-07-22,Brazil,94453.01,ACTIVE_EVALUATION
2025-07-23,Brazil,95430.88,ACTIVE_EVALUATION
2025-07-24,Brazil,95149.56,ACTIVE_EVALUATION
2025-07-25,Brazil,95210.9,ACTIVE_EVALUATION
2025-07-28,Brazil,94803.92,ACTIVE_EVALUATION
2025-07-29,Brazil,95004.45,ACTIVE_EVALUATION
2025-07-30,Brazil,96190.05,ACTIVE_EVALUATION
2025-07-31,Brazil,95439.31,ACTIVE_EVALUATION
2025-08-01,Brazil,94356.0,ACTIVE_EVALUATION
2025-08-04,Brazil,95617.44,ACTIVE_EVALUATION
2025-08-05,Brazil,96320.12,ACTIVE_EVALUATION
2025-08-06,Brazil,96131.48,ACTIVE_EVALUATION
2025-08-07,Brazil,96474.74,ACTIVE_EVALUATION
